Accident year,Road user,Casualty class,Casualty age,Weather condition,All casualties
2019,Motorcycle,Driver or rider,31,Raining no high winds,55
2019,Motorcycle,Driver or rider,31,Snowing no high winds,1
2019,Motorcycle,Driver or rider,31,Fine + high winds,8
2019,Motorcycle,Driver or rider,31,Raining + high winds,2
2019,Motorcycle,Driver or rider,31,Other,10
2019,Motorcycle,Driver or rider,32,Unknown,8
2019,Motorcycle,Driver or rider,32,Fine no high winds,334
2019,Motorcycle,Driver or rider,32,Raining no high winds,47
2019,Motorcycle,Driver or rider,32,Fine + high winds,3
2019,Motorcycle,Driver or rider,32,Raining + high winds,7
2019,Motorcycle,Driver or rider,32,Other,11
2019,Motorcycle,Driver or rider,33,Unknown,6
2019,Motorcycle,Driver or rider,33,Fine no high winds,236
2019,Motorcycle,Driver or rider,33,Raining no high winds,38
2019,Motorcycle,Driver or rider,33,Fine + high winds,3
2019,Motorcycle,Driver or rider,33,Raining + high winds,1
2019,Motorcycle,Driver or rider,33,Fog or mist,1
2019,Motorcycle,Driver or rider,33,Other,10
2019,Motorcycle,Driver or rider,34,Unknown,8
2019,Motorcycle,Driver or rider,34,Fine no high winds,250
2019,Motorcycle,Driver or rider,34,Raining no high winds,44
2019,Motorcycle,Driver or rider,34,Snowing no high winds,1
2019,Motorcycle,Driver or rider,34,Fine + high winds,2
2019,Motorcycle,Driver or rider,34,Raining + high winds,1
2019,Motorcycle,Driver or rider,34,Fog or mist,1
2019,Motorcycle,Driver or rider,34,Other,14
2019,Motorcycle,Driver or rider,35,Unknown,9
2019,Motorcycle,Driver or rider,35,Fine no high winds,284
2019,Motorcycle,Driver or rider,35,Raining no high winds,42
2019,Motorcycle,Driver or rider,35,Snowing no high winds,1
2019,Motorcycle,Driver or rider,35,Fine + high winds,3
2019,Motorcycle,Driver or rider,35,Raining + high winds,6
2019,Motorcycle,Driver or rider,35,Other,12
2019,Motorcycle,Driver or rider,36,Unknown,4
2019,Motorcycle,Driver or rider,36,Fine no high winds,228
2019,Motorcycle,Driver or rider,36,Raining no high winds,34
2019,Motorcycle,Driver or rider,36,Fine + high winds,10
2019,Motorcycle,Driver or rider,36,Raining + high winds,4
2019,Motorcycle,Driver or rider,36,Fog or mist,1
2019,Motorcycle,Driver or rider,36,Other,7
2019,Motorcycle,Driver or rider,37,Unknown,3
2019,Motorcycle,Driver or rider,37,Fine no high winds,245
2019,Motorcycle,Driver or rider,37,Raining no high winds,39
2019,Motorcycle,Driver or rider,37,Fine + high winds,2
2019,Motorcycle,Driver or rider,37,Raining + high winds,3
2019,Motorcycle,Driver or rider,37,Fog or mist,1
2019,Motorcycle,Driver or rider,37,Other,6
2019,Motorcycle,Driver or rider,38,Unknown,8
2019,Motorcycle,Driver or rider,38,Fine no high winds,188
2019,Motorcycle,Driver or rider,38,Raining no high winds,32
2019,Motorcycle,Driver or rider,38,Fine + high winds,5
2019,Motorcycle,Driver or rider,38,Raining + high winds,3
2019,Motorcycle,Driver or rider,38,Other,10
2019,Motorcycle,Driver or rider,39,Unknown,4
2019,Motorcycle,Driver or rider,39,Fine no high winds,216
2019,Motorcycle,Driver or rider,39,Raining no high winds,20
2019,Motorcycle,Driver or rider,39,Fine + high winds,4
2019,Motorcycle,Driver or rider,39,Raining + high winds,1
2019,Motorcycle,Driver or rider,39,Other,8
2019,Motorcycle,Driver or rider,40,Unknown,4
2019,Motorcycle,Driver or rider,40,Fine no high winds,205
2019,Motorcycle,Driver or rider,40,Raining no high winds,27
2019,Motorcycle,Driver or rider,40,Fine + high winds,1
2019,Motorcycle,Driver or rider,40,Raining + high winds,1
2019,Motorcycle,Driver or rider,40,Other,11
2019,Motorcycle,Driver or rider,41,Unknown,4
2019,Motorcycle,Driver or rider,41,Fine no high winds,164
2019,Motorcycle,Driver or rider,41,Raining no high winds,24
2019,Motorcycle,Driver or rider,41,Fine + high winds,2
2019,Motorcycle,Driver or rider,41,Raining + high winds,3
2019,Motorcycle,Driver or rider,41,Other,4
2019,Motorcycle,Driver or rider,42,Unknown,4
2019,Motorcycle,Driver or rider,42,Fine no high winds,144
2019,Motorcycle,Driver or rider,42,Raining no high winds,19
2019,Motorcycle,Driver or rider,42,Fine + high winds,4
2019,Motorcycle,Driver or rider,42,Raining + high winds,1
2019,Motorcycle,Driver or rider,42,Other,17
2019,Motorcycle,Driver or rider,43,Unknown,5
2019,Motorcycle,Driver or rider,43,Fine no high winds,156
2019,Motorcycle,Driver or rider,43,Raining no high winds,32
2019,Motorcycle,Driver or rider,43,Snowing no high winds,1
2019,Motorcycle,Driver or rider,43,Fine + high winds,3
2019,Motorcycle,Driver or rider,43,Other,2
2019,Motorcycle,Driver or rider,44,Unknown,2
2019,Motorcycle,Driver or rider,44,Fine no high winds,157
2019,Motorcycle,Driver or rider,44,Raining no high winds,15
2019,Motorcycle,Driver or rider,44,Fine + high winds,3
2019,Motorcycle,Driver or rider,44,Raining + high winds,2
2019,Motorcycle,Driver or rider,44,Fog or mist,1
2019,Motorcycle,Driver or rider,44,Other,6
2019,Motorcycle,Driver or rider,45,Unknown,4
2019,Motorcycle,Driver or rider,45,Fine no high winds,183
2019,Motorcycle,Driver or rider,45,Raining no high winds,23
2019,Motorcycle,Driver or rider,45,Fine + high winds,1
2019,Motorcycle,Driver or rider,45,Raining + high winds,3
2019,Motorcycle,Driver or rider,45,Other,5
2019,Motorcycle,Driver or rider,46,Unknown,1
2019,Motorcycle,Driver or rider,46,Fine no high winds,179
2019,Motorcycle,Driver or rider,46,Raining no high winds,31
2019,Motorcycle,Driver or rider,46,Snowing no high winds,1
2019,Motorcycle,Driver or rider,46,Fine + high winds,2
2019,Motorcycle,Driver or rider,46,Raining + high winds,1
2019,Motorcycle,Driver or rider,46,Fog or mist,1
2019,Motorcycle,Driver or rider,46,Other,4
2019,Motorcycle,Driver or rider,47,Unknown,3
2019,Motorcycle,Driver or rider,47,Fine no high winds,201
2019,Motorcycle,Driver or rider,47,Raining no high winds,16
2019,Motorcycle,Driver or rider,47,Fine + high winds,2
2019,Motorcycle,Driver or rider,47,Raining + high winds,2
2019,Motorcycle,Driver or rider,47,Other,5
2019,Motorcycle,Driver or rider,48,Unknown,2
2019,Motorcycle,Driver or rider,48,Fine no high winds,208
2019,Motorcycle,Driver or rider,48,Raining no high winds,29
2019,Motorcycle,Driver or rider,48,Snowing no high winds,1
2019,Motorcycle,Driver or rider,48,Fine + high winds,3
2019,Motorcycle,Driver or rider,48,Fog or mist,2
2019,Motorcycle,Driver or rider,48,Other,4
2019,Motorcycle,Driver or rider,49,Unknown,3
2019,Motorcycle,Driver or rider,49,Fine no high winds,175
2019,Motorcycle,Driver or rider,49,Raining no high winds,18
2019,Motorcycle,Driver or rider,49,Fine + high winds,3
2019,Motorcycle,Driver or rider,49,Raining + high winds,3
2019,Motorcycle,Driver or rider,49,Other,4
2019,Motorcycle,Driver or rider,50,Unknown,4
2019,Motorcycle,Driver or rider,50,Fine no high winds,204
2019,Motorcycle,Driver or rider,50,Raining no high winds,26
2019,Motorcycle,Driver or rider,50,Fine + high winds,1
2019,Motorcycle,Driver or rider,50,Raining + high winds,1
2019,Motorcycle,Driver or rider,50,Fog or mist,1
2019,Motorcycle,Driver or rider,50,Other,3
2019,Motorcycle,Driver or rider,51,Unknown,4
2019,Motorcycle,Driver or rider,51,Fine no high winds,185
2019,Motorcycle,Driver or rider,51,Raining no high winds,26
2019,Motorcycle,Driver or rider,51,Fine + high winds,4
2019,Motorcycle,Driver or rider,51,Fog or mist,1
2019,Motorcycle,Driver or rider,51,Other,4
2019,Motorcycle,Driver or rider,52,Unknown,3
2019,Motorcycle,Driver or rider,52,Fine no high winds,183
2019,Motorcycle,Driver or rider,52,Raining no high winds,22
2019,Motorcycle,Driver or rider,52,Fine + high winds,1
2019,Motorcycle,Driver or rider,52,Fog or mist,2
2019,Motorcycle,Driver or rider,52,Other,5
2019,Motorcycle,Driver or rider,53,Unknown,7
2019,Motorcycle,Driver or rider,53,Fine no high winds,168
2019,Motorcycle,Driver or rider,53,Raining no high winds,16
2019,Motorcycle,Driver or rider,53,Snowing no high winds,1
2019,Motorcycle,Driver or rider,53,Fine + high winds,1
2019,Motorcycle,Driver or rider,53,Raining + high winds,7
2019,Motorcycle,Driver or rider,53,Fog or mist,1
2019,Motorcycle,Driver or rider,53,Other,5
2019,Motorcycle,Driver or rider,54,Unknown,4
2019,Motorcycle,Driver or rider,54,Fine no high winds,173
2019,Motorcycle,Driver or rider,54,Raining no high winds,19
2019,Motorcycle,Driver or rider,54,Fine + high winds,3
2019,Motorcycle,Driver or rider,54,Raining + high winds,3
2019,Motorcycle,Driver or rider,54,Fog or mist,1
2019,Motorcycle,Driver or rider,54,Other,3
2019,Motorcycle,Driver or rider,55,Unknown,4
2019,Motorcycle,Driver or rider,55,Fine no high winds,184
2019,Motorcycle,Driver or rider,55,Raining no high winds,20
2019,Motorcycle,Driver or rider,55,Raining + high winds,4
2019,Motorcycle,Driver or rider,55,Other,3
2019,Motorcycle,Driver or rider,56,Unknown,3
2019,Motorcycle,Driver or rider,56,Fine no high winds,184
2019,Motorcycle,Driver or rider,56,Raining no high winds,12
2019,Motorcycle,Driver or rider,56,Snowing no high winds,1
2019,Motorcycle,Driver or rider,56,Fine + high winds,2
2019,Motorcycle,Driver or rider,56,Raining + high winds,2
2019,Motorcycle,Driver or rider,56,Other,4
2019,Motorcycle,Driver or rider,57,Unknown,4
2019,Motorcycle,Driver or rider,57,Fine no high winds,154
2019,Motorcycle,Driver or rider,57,Raining no high winds,19
2019,Motorcycle,Driver or rider,57,Fine + high winds,4
2019,Motorcycle,Driver or rider,57,Raining + high winds,3
2019,Motorcycle,Driver or rider,57,Other,2
2019,Motorcycle,Driver or rider,58,Unknown,1
2019,Motorcycle,Driver or rider,58,Fine no high winds,142
2019,Motorcycle,Driver or rider,58,Raining no high winds,14
2019,Motorcycle,Driver or rider,58,Raining + high winds,1
2019,Motorcycle,Driver or rider,58,Other,1
2019,Motorcycle,Driver or rider,59,Fine no high winds,121
2019,Motorcycle,Driver or rider,59,Raining no high winds,15
2019,Motorcycle,Driver or rider,59,Fine + high winds,1
2019,Motorcycle,Driver or rider,59,Other,2
2019,Motorcycle,Driver or rider,60,Unknown,2
2019,Motorcycle,Driver or rider,60,Fine no high winds,112
2019,Motorcycle,Driver or rider,60,Raining no high winds,15
2019,Motorcycle,Driver or rider,60,Fine + high winds,1
2019,Motorcycle,Driver or rider,60,Other,1
2019,Motorcycle,Driver or rider,61,Unknown,1
2019,Motorcycle,Driver or rider,61,Fine no high winds,98
2019,Motorcycle,Driver or rider,61,Raining no high winds,6
2019,Motorcycle,Driver or rider,61,Raining + high winds,1
2019,Motorcycle,Driver or rider,61,Fog or mist,1
2019,Motorcycle,Driver or rider,61,Other,3
2019,Motorcycle,Driver or rider,62,Fine no high winds,100
2019,Motorcycle,Driver or rider,62,Raining no high winds,6
2019,Motorcycle,Driver or rider,62,Fine + high winds,1
2019,Motorcycle,Driver or rider,62,Raining + high winds,1
2019,Motorcycle,Driver or rider,62,Other,1
2019,Motorcycle,Driver or rider,63,Fine no high winds,83
2019,Motorcycle,Driver or rider,63,Raining no high winds,9
2019,Motorcycle,Driver or rider,63,Fine + high winds,1
2019,Motorcycle,Driver or rider,63,Raining + high winds,2
2019,Motorcycle,Driver or rider,63,Other,3
2019,Motorcycle,Driver or rider,64,Unknown,1
2019,Motorcycle,Driver or rider,64,Fine no high winds,67
2019,Motorcycle,Driver or rider,64,Raining no high winds,4
2019,Motorcycle,Driver or rider,64,Fine + high winds,1
2019,Motorcycle,Driver or rider,65,Unknown,1
2019,Motorcycle,Driver or rider,65,Fine no high winds,58
2019,Motorcycle,Driver or rider,65,Raining no high winds,6
2019,Motorcycle,Driver or rider,65,Fine + high winds,1
2019,Motorcycle,Driver or rider,65,Raining + high winds,1
2019,Motorcycle,Driver or rider,65,Other,1
2019,Motorcycle,Driver or rider,66,Unknown,1
2019,Motorcycle,Driver or rider,66,Fine no high winds,52
2019,Motorcycle,Driver or rider,66,Raining no high winds,5
2019,Motorcycle,Driver or rider,66,Raining + high winds,2
2019,Motorcycle,Driver or rider,67,Unknown,1
2019,Motorcycle,Driver or rider,67,Fine no high winds,46
2019,Motorcycle,Driver or rider,67,Raining no high winds,1
2019,Motorcycle,Driver or rider,68,Unknown,1
2019,Motorcycle,Driver or rider,68,Fine no high winds,40
2019,Motorcycle,Driver or rider,68,Raining no high winds,2
2019,Motorcycle,Driver or rider,68,Fine + high winds,1
2019,Motorcycle,Driver or rider,68,Other,2
2019,Motorcycle,Driver or rider,69,Fine no high winds,39
2019,Motorcycle,Driver or rider,69,Raining no high winds,2
2019,Motorcycle,Driver or rider,70,Fine no high winds,37
2019,Motorcycle,Driver or rider,70,Raining no high winds,2
2019,Motorcycle,Driver or rider,70,Raining + high winds,1
2019,Motorcycle,Driver or rider,71,Unknown,1
2019,Motorcycle,Driver or rider,71,Fine no high winds,28
2019,Motorcycle,Driver or rider,71,Raining no high winds,1
2019,Motorcycle,Driver or rider,71,Other,1
2019,Motorcycle,Driver or rider,72,Fine no high winds,23
2019,Motorcycle,Driver or rider,72,Raining no high winds,4
2019,Motorcycle,Driver or rider,72,Fine + high winds,1
2019,Motorcycle,Driver or rider,73,Fine no high winds,24
2019,Motorcycle,Driver or rider,73,Raining no high winds,2
2019,Motorcycle,Driver or rider,73,Raining + high winds,1
2019,Motorcycle,Driver or rider,73,Other,1
2019,Motorcycle,Driver or rider,74,Fine no high winds,15
2019,Motorcycle,Driver or rider,75,Fine no high winds,19
2019,Motorcycle,Driver or rider,76,Fine no high winds,13
2019,Motorcycle,Driver or rider,76,Raining no high winds,1
2019,Motorcycle,Driver or rider,76,Raining + high winds,1
2019,Motorcycle,Driver or rider,77,Unknown,1
2019,Motorcycle,Driver or rider,77,Fine no high winds,13
2019,Motorcycle,Driver or rider,77,Raining no high winds,1
2019,Motorcycle,Driver or rider,78,Fine no high winds,11
2019,Motorcycle,Driver or rider,79,Fine no high winds,9
2019,Motorcycle,Driver or rider,80,Fine no high winds,5
2019,Motorcycle,Driver or rider,80,Raining no high winds,1
2019,Motorcycle,Driver or rider,81,Fine no high winds,11
2019,Motorcycle,Driver or rider,82,Fine no high winds,3
2019,Motorcycle,Driver or rider,82,Raining no high winds,1
2019,Motorcycle,Driver or rider,83,Fine no high winds,1
2019,Motorcycle,Driver or rider,84,Fine no high winds,2
2019,Motorcycle,Driver or rider,85,Fine no high winds,3
2019,Motorcycle,Driver or rider,86,Fine no high winds,1
2019,Motorcycle,Driver or rider,87,Fine no high winds,1
2019,Motorcycle,Driver or rider,88,Fine no high winds,2
2019,Motorcycle,Driver or rider,90,Fine no high winds,1
2019,Motorcycle,Driver or rider,92,Fine no high winds,2
2019,Motorcycle,Driver or rider,93,Fine no high winds,1
2019,Motorcycle,Passenger,Unknown or missing,Fine no high winds,11
2019,Motorcycle,Passenger,2,Fine no high winds,1
2019,Motorcycle,Passenger,7,Raining no high winds,1
2019,Motorcycle,Passenger,9,Fine no high winds,1
2019,Motorcycle,Passenger,10,Fine no high winds,6
2019,Motorcycle,Passenger,11,Fine no high winds,3
2019,Motorcycle,Passenger,12,Fine no high winds,2
2019,Motorcycle,Passenger,13,Fine no high winds,7
2019,Motorcycle,Passenger,13,Raining no high winds,1
2019,Motorcycle,Passenger,14,Unknown,1
2019,Motorcycle,Passenger,14,Fine no high winds,12
2019,Motorcycle,Passenger,14,Fine + high winds,1
2019,Motorcycle,Passenger,14,Other,1
2019,Motorcycle,Passenger,15,Fine no high winds,18
2019,Motorcycle,Passenger,15,Raining no high winds,1
2019,Motorcycle,Passenger,15,Raining + high winds,1
2019,Motorcycle,Passenger,15,Other,1
2019,Motorcycle,Passenger,16,Unknown,2
2019,Motorcycle,Passenger,16,Fine no high winds,29
2019,Motorcycle,Passenger,16,Raining no high winds,4
2019,Motorcycle,Passenger,17,Unknown,1
2019,Motorcycle,Passenger,17,Fine no high winds,23
2019,Motorcycle,Passenger,17,Raining no high winds,4
2019,Motorcycle,Passenger,18,Fine no high winds,22
2019,Motorcycle,Passenger,18,Raining no high winds,1
2019,Motorcycle,Passenger,18,Raining + high winds,1
2019,Motorcycle,Passenger,19,Unknown,1
2019,Motorcycle,Passenger,19,Fine no high winds,24
2019,Motorcycle,Passenger,19,Raining no high winds,1
2019,Motorcycle,Passenger,20,Fine no high winds,13
2019,Motorcycle,Passenger,20,Fog or mist,1
2019,Motorcycle,Passenger,21,Fine no high winds,10
2019,Motorcycle,Passenger,21,Raining no high winds,2
2019,Motorcycle,Passenger,22,Unknown,1
2019,Motorcycle,Passenger,22,Fine no high winds,11
2019,Motorcycle,Passenger,23,Fine no high winds,15
2019,Motorcycle,Passenger,23,Raining no high winds,3
2019,Motorcycle,Passenger,23,Other,1
2019,Motorcycle,Passenger,24,Unknown,1
2019,Motorcycle,Passenger,24,Fine no high winds,12
2019,Motorcycle,Passenger,24,Raining no high winds,1
2019,Motorcycle,Passenger,25,Fine no high winds,11
2019,Motorcycle,Passenger,25,Raining no high winds,4
2019,Motorcycle,Passenger,26,Fine no high winds,11
2019,Motorcycle,Passenger,26,Other,1
2019,Motorcycle,Passenger,27,Fine no high winds,7
2019,Motorcycle,Passenger,27,Fine + high winds,1
2019,Motorcycle,Passenger,27,Raining + high winds,1
2019,Motorcycle,Passenger,28,Fine no high winds,11
2019,Motorcycle,Passenger,29,Fine no high winds,5
2019,Motorcycle,Passenger,30,Fine no high winds,3
2019,Motorcycle,Passenger,30,Raining no high winds,2
2019,Motorcycle,Passenger,30,Fine + high winds,1
2019,Motorcycle,Passenger,31,Unknown,1
2019,Motorcycle,Passenger,31,Fine no high winds,10
2019,Motorcycle,Passenger,32,Fine no high winds,3
2019,Motorcycle,Passenger,33,Fine no high winds,6
2019,Motorcycle,Passenger,33,Raining no high winds,2
2019,Motorcycle,Passenger,33,Raining + high winds,1
2019,Motorcycle,Passenger,34,Fine no high winds,5
2019,Motorcycle,Passenger,34,Raining no high winds,2
2019,Motorcycle,Passenger,35,Fine no high winds,5
2019,Motorcycle,Passenger,36,Fine no high winds,2
2019,Motorcycle,Passenger,36,Raining no high winds,1
2019,Motorcycle,Passenger,37,Fine no high winds,6
2019,Motorcycle,Passenger,38,Fine no high winds,2
2019,Motorcycle,Passenger,39,Fine no high winds,4
2019,Motorcycle,Passenger,39,Raining no high winds,1
2019,Motorcycle,Passenger,40,Fine no high winds,6
2019,Motorcycle,Passenger,40,Other,1
2019,Motorcycle,Passenger,41,Fine no high winds,2
2019,Motorcycle,Passenger,42,Fine no high winds,6
2019,Motorcycle,Passenger,43,Fine no high winds,6
2019,Motorcycle,Passenger,44,Fine no high winds,4
2019,Motorcycle,Passenger,44,Raining no high winds,1
2019,Motorcycle,Passenger,45,Fine no high winds,7
2019,Motorcycle,Passenger,45,Fine + high winds,1
2019,Motorcycle,Passenger,46,Fine no high winds,4
2019,Motorcycle,Passenger,46,Fine + high winds,1
2019,Motorcycle,Passenger,47,Fine no high winds,6
2019,Motorcycle,Passenger,48,Fine no high winds,5
2019,Motorcycle,Passenger,49,Fine no high winds,10
2019,Motorcycle,Passenger,49,Raining no high winds,1
2019,Motorcycle,Passenger,50,Fine no high winds,11
2019,Motorcycle,Passenger,51,Fine no high winds,6
2019,Motorcycle,Passenger,52,Fine no high winds,5
2019,Motorcycle,Passenger,53,Fine no high winds,9
2019,Motorcycle,Passenger,54,Fine no high winds,9
2019,Motorcycle,Passenger,54,Raining no high winds,1
2019,Motorcycle,Passenger,55,Fine no high winds,6
2019,Motorcycle,Passenger,56,Fine no high winds,4
2019,Motorcycle,Passenger,57,Fine no high winds,9
2019,Motorcycle,Passenger,57,Raining no high winds,1
2019,Motorcycle,Passenger,58,Fine no high winds,5
2019,Motorcycle,Passenger,59,Fine no high winds,3
2019,Motorcycle,Passenger,60,Fine no high winds,3
2019,Motorcycle,Passenger,61,Fine no high winds,3
2019,Motorcycle,Passenger,62,Fine no high winds,2
2019,Motorcycle,Passenger,63,Fine no high winds,4
2019,Motorcycle,Passenger,64,Fine no high winds,3
2019,Motorcycle,Passenger,65,Fine no high winds,2
2019,Motorcycle,Passenger,65,Raining + high winds,1
2019,Motorcycle,Passenger,66,Fine no high winds,2
2019,Motorcycle,Passenger,67,Fine no high winds,2
2019,Motorcycle,Passenger,68,Raining + high winds,1
2019,Motorcycle,Passenger,69,Fine no high winds,3
2019,Motorcycle,Passenger,70,Fine no high winds,2
2019,Motorcycle,Passenger,71,Fine no high winds,1
2019,Motorcycle,Passenger,72,Fine no high winds,1
2019,Motorcycle,Passenger,74,Fine no high winds,1
2019,Motorcycle,Passenger,76,Fine no high winds,1
2019,Motorcycle,Passenger,77,Fine no high winds,1
2019,Motorcycle,Passenger,78,Fine no high winds,1
2019,Car (Includes taxis and minibus),Driver or rider,Unknown or missing,Unknown,49
2019,Car (Includes taxis and minibus),Driver or rider,Unknown or missing,Fine no high winds,404
2019,Car (Includes taxis and minibus),Driver or rider,Unknown or missing,Raining no high winds,82
2019,Car (Includes taxis and minibus),Driver or rider,Unknown or missing,Snowing no high winds,1
2019,Car (Includes taxis and minibus),Driver or rider,Unknown or missing,Fine + high winds,3
2019,Car (Includes taxis and minibus),Driver or rider,Unknown or missing,Raining + high winds,5
2019,Car (Includes taxis and minibus),Driver or rider,Unknown or missing,Fog or mist,1
2019,Car (Includes taxis and minibus),Driver or rider,Unknown or missing,Other,22
2019,Car (Includes taxis and minibus),Driver or rider,6,Raining no high winds,1
2019,Car (Includes taxis and minibus),Driver or rider,13,Fine no high winds,1
2019,Car (Includes taxis and minibus),Driver or rider,13,Raining no high winds,1
2019,Car (Includes taxis and minibus),Driver or rider,14,Fine no high winds,5
2019,Car (Includes taxis and minibus),Driver or rider,14,Raining no high winds,1
2019,Car (Includes taxis and minibus),Driver or rider,15,Fine no high winds,7
2019,Car (Includes taxis and minibus),Driver or rider,16,Fine no high winds,21
2019,Car (Includes taxis and minibus),Driver or rider,16,Raining no high winds,2
2019,Car (Includes taxis and minibus),Driver or rider,16,Other,2
2019,Car (Includes taxis and minibus),Driver or rider,17,Unknown,14
2019,Car (Includes taxis and minibus),Driver or rider,17,Fine no high winds,415
2019,Car (Includes taxis and minibus),Driver or rider,17,Raining no high winds,94
2019,Car (Includes taxis and minibus),Driver or rider,17,Snowing no high winds,2
2019,Car (Includes taxis and minibus),Driver or rider,17,Fine + high winds,3
2019,Car (Includes taxis and minibus),Driver or rider,17,Raining + high winds,10
2019,Car (Includes taxis and minibus),Driver or rider,17,Snowing + high winds,1
2019,Car (Includes taxis and minibus),Driver or rider,17,Fog or mist,1
2019,Car (Includes taxis and minibus),Driver or rider,17,Other,15
2019,Car (Includes taxis and minibus),Driver or rider,18,Unknown,30
2019,Car (Includes taxis and minibus),Driver or rider,18,Fine no high winds,1034
2019,Car (Includes taxis and minibus),Driver or rider,18,Raining no high winds,201
2019,Car (Includes taxis and minibus),Driver or rider,18,Snowing no high winds,6
2019,Car (Includes taxis and minibus),Driver or rider,18,Fine + high winds,21
2019,Car (Includes taxis and minibus),Driver or rider,18,Raining + high winds,27
2019,Car (Includes taxis and minibus),Driver or rider,18,Fog or mist,8
2019,Car (Includes taxis and minibus),Driver or rider,18,Other,35
2019,Car (Includes taxis and minibus),Driver or rider,19,Unknown,29
2019,Car (Includes taxis and minibus),Driver or rider,19,Fine no high winds,1022
2019,Car (Includes taxis and minibus),Driver or rider,19,Raining no high winds,227
2019,Car (Includes taxis and minibus),Driver or rider,19,Snowing no high winds,5
2019,Car (Includes taxis and minibus),Driver or rider,19,Fine + high winds,17
2019,Car (Includes taxis and minibus),Driver or rider,19,Raining + high winds,30
2019,Car (Includes taxis and minibus),Driver or rider,19,Fog or mist,11
2019,Car (Includes taxis and minibus),Driver or rider,19,Other,38
2019,Car (Includes taxis and minibus),Driver or rider,20,Unknown,29
2019,Car (Includes taxis and minibus),Driver or rider,20,Fine no high winds,1120
2019,Car (Includes taxis and minibus),Driver or rider,20,Raining no high winds,237
2019,Car (Includes taxis and minibus),Driver or rider,20,Snowing no high winds,9
2019,Car (Includes taxis and minibus),Driver or rider,20,Fine + high winds,11
2019,Car (Includes taxis and minibus),Driver or rider,20,Raining + high winds,20
2019,Car (Includes taxis and minibus),Driver or rider,20,Snowing + high winds,4
2019,Car (Includes taxis and minibus),Driver or rider,20,Fog or mist,11
2019,Car (Includes taxis and minibus),Driver or rider,20,Other,39
2019,Car (Includes taxis and minibus),Driver or rider,21,Unknown,38
2019,Car (Includes taxis and minibus),Driver or rider,21,Fine no high winds,1083
2019,Car (Includes taxis and minibus),Driver or rider,21,Raining no high winds,253
2019,Car (Includes taxis and minibus),Driver or rider,21,Snowing no high winds,3
2019,Car (Includes taxis and minibus),Driver or rider,21,Fine + high winds,11
2019,Car (Includes taxis and minibus),Driver or rider,21,Raining + high winds,23
2019,Car (Includes taxis and minibus),Driver or rider,21,Snowing + high winds,1
2019,Car (Includes taxis and minibus),Driver or rider,21,Fog or mist,10
2019,Car (Includes taxis and minibus),Driver or rider,21,Other,42
2019,Car (Includes taxis and minibus),Driver or rider,22,Unknown,38
2019,Car (Includes taxis and minibus),Driver or rider,22,Fine no high winds,1136
2019,Car (Includes taxis and minibus),Driver or rider,22,Raining no high winds,269
2019,Car (Includes taxis and minibus),Driver or rider,22,Snowing no high winds,4
2019,Car (Includes taxis and minibus),Driver or rider,22,Fine + high winds,13
2019,Car (Includes taxis and minibus),Driver or rider,22,Raining + high winds,26
2019,Car (Includes taxis and minibus),Driver or rider,22,Snowing + high winds,2
2019,Car (Includes taxis and minibus),Driver or rider,22,Fog or mist,10
2019,Car (Includes taxis and minibus),Driver or rider,22,Other,44
2019,Car (Includes taxis and minibus),Driver or rider,23,Unknown,35
2019,Car (Includes taxis and minibus),Driver or rider,23,Fine no high winds,1114
2019,Car (Includes taxis and minibus),Driver or rider,23,Raining no high winds,242
2019,Car (Includes taxis and minibus),Driver or rider,23,Snowing no high winds,5
2019,Car (Includes taxis and minibus),Driver or rider,23,Fine + high winds,12
2019,Car (Includes taxis and minibus),Driver or rider,23,Raining + high winds,21
2019,Car (Includes taxis and minibus),Driver or rider,23,Fog or mist,8
2019,Car (Includes taxis and minibus),Driver or rider,23,Other,43
2019,Car (Includes taxis and minibus),Driver or rider,24,Unknown,33
2019,Car (Includes taxis and minibus),Driver or rider,24,Fine no high winds,1160
2019,Car (Includes taxis and minibus),Driver or rider,24,Raining no high winds,237
2019,Car (Includes taxis and minibus),Driver or rider,24,Snowing no high winds,7
2019,Car (Includes taxis and minibus),Driver or rider,24,Fine + high winds,16
2019,Car (Includes taxis and minibus),Driver or rider,24,Raining + high winds,21
2019,Car (Includes taxis and minibus),Driver or rider,24,Snowing + high winds,2
2019,Car (Includes taxis and minibus),Driver or rider,24,Fog or mist,5
2019,Car (Includes taxis and minibus),Driver or rider,24,Other,40
2019,Car (Includes taxis and minibus),Driver or rider,25,Unknown,30
2019,Car (Includes taxis and minibus),Driver or rider,25,Fine no high winds,1253
2019,Car (Includes taxis and minibus),Driver or rider,25,Raining no high winds,231
2019,Car (Includes taxis and minibus),Driver or rider,25,Snowing no high winds,7
2019,Car (Includes taxis and minibus),Driver or rider,25,Fine + high winds,14
2019,Car (Includes taxis and minibus),Driver or rider,25,Raining + high winds,31
2019,Car (Includes taxis and minibus),Driver or rider,25,Snowing + high winds,1
2019,Car (Includes taxis and minibus),Driver or rider,25,Fog or mist,7
2019,Car (Includes taxis and minibus),Driver or rider,25,Other,48
2019,Car (Includes taxis and minibus),Driver or rider,26,Unknown,34
2019,Car (Includes taxis and minibus),Driver or rider,26,Fine no high winds,1171
2019,Car (Includes taxis and minibus),Driver or rider,26,Raining no high winds,267
