Accident year,Road user,Casualty class,Casualty age,Weather condition,All casualties
2019,Pedestrian,Pedestrian,Unknown or missing,Unknown,60
2019,Pedestrian,Pedestrian,Unknown or missing,Fine no high winds,283
2019,Pedestrian,Pedestrian,Unknown or missing,Raining no high winds,37
2019,Pedestrian,Pedestrian,Unknown or missing,Snowing no high winds,1
2019,Pedestrian,Pedestrian,Unknown or missing,Fine + high winds,2
2019,Pedestrian,Pedestrian,Unknown or missing,Raining + high winds,2
2019,Pedestrian,Pedestrian,Unknown or missing,Other,12
2019,Pedestrian,Pedestrian,0,Unknown,7
2019,Pedestrian,Pedestrian,0,Fine no high winds,40
2019,Pedestrian,Pedestrian,0,Raining no high winds,4
2019,Pedestrian,Pedestrian,0,Other,2
2019,Pedestrian,Pedestrian,1,Fine no high winds,40
2019,Pedestrian,Pedestrian,1,Raining no high winds,4
2019,Pedestrian,Pedestrian,1,Fog or mist,1
2019,Pedestrian,Pedestrian,2,Unknown,2
2019,Pedestrian,Pedestrian,2,Fine no high winds,110
2019,Pedestrian,Pedestrian,2,Raining no high winds,11
2019,Pedestrian,Pedestrian,2,Fine + high winds,2
2019,Pedestrian,Pedestrian,2,Raining + high winds,1
2019,Pedestrian,Pedestrian,2,Other,1
2019,Pedestrian,Pedestrian,3,Unknown,3
2019,Pedestrian,Pedestrian,3,Fine no high winds,192
2019,Pedestrian,Pedestrian,3,Raining no high winds,13
2019,Pedestrian,Pedestrian,3,Other,7
2019,Pedestrian,Pedestrian,4,Unknown,5
2019,Pedestrian,Pedestrian,4,Fine no high winds,186
2019,Pedestrian,Pedestrian,4,Raining no high winds,23
2019,Pedestrian,Pedestrian,4,Fog or mist,2
2019,Pedestrian,Pedestrian,4,Other,1
2019,Pedestrian,Pedestrian,5,Unknown,7
2019,Pedestrian,Pedestrian,5,Fine no high winds,217
2019,Pedestrian,Pedestrian,5,Raining no high winds,17
2019,Pedestrian,Pedestrian,5,Fine + high winds,7
2019,Pedestrian,Pedestrian,5,Other,2
2019,Pedestrian,Pedestrian,6,Unknown,2
2019,Pedestrian,Pedestrian,6,Fine no high winds,195
2019,Pedestrian,Pedestrian,6,Raining no high winds,16
2019,Pedestrian,Pedestrian,6,Snowing no high winds,1
2019,Pedestrian,Pedestrian,6,Fine + high winds,3
2019,Pedestrian,Pedestrian,6,Raining + high winds,3
2019,Pedestrian,Pedestrian,6,Other,5
2019,Pedestrian,Pedestrian,7,Unknown,7
2019,Pedestrian,Pedestrian,7,Fine no high winds,221
2019,Pedestrian,Pedestrian,7,Raining no high winds,10
2019,Pedestrian,Pedestrian,7,Snowing no high winds,1
2019,Pedestrian,Pedestrian,7,Fine + high winds,3
2019,Pedestrian,Pedestrian,7,Raining + high winds,4
2019,Pedestrian,Pedestrian,7,Other,3
2019,Pedestrian,Pedestrian,8,Unknown,7
2019,Pedestrian,Pedestrian,8,Fine no high winds,211
2019,Pedestrian,Pedestrian,8,Raining no high winds,18
2019,Pedestrian,Pedestrian,8,Fine + high winds,1
2019,Pedestrian,Pedestrian,8,Fog or mist,1
2019,Pedestrian,Pedestrian,8,Other,8
2019,Pedestrian,Pedestrian,9,Unknown,10
2019,Pedestrian,Pedestrian,9,Fine no high winds,232
2019,Pedestrian,Pedestrian,9,Raining no high winds,18
2019,Pedestrian,Pedestrian,9,Snowing no high winds,2
2019,Pedestrian,Pedestrian,9,Fine + high winds,4
2019,Pedestrian,Pedestrian,9,Raining + high winds,3
2019,Pedestrian,Pedestrian,9,Other,2
2019,Pedestrian,Pedestrian,10,Unknown,7
2019,Pedestrian,Pedestrian,10,Fine no high winds,313
2019,Pedestrian,Pedestrian,10,Raining no high winds,49
2019,Pedestrian,Pedestrian,10,Snowing no high winds,1
2019,Pedestrian,Pedestrian,10,Fine + high winds,10
2019,Pedestrian,Pedestrian,10,Raining + high winds,7
2019,Pedestrian,Pedestrian,10,Other,9
2019,Pedestrian,Pedestrian,11,Unknown,17
2019,Pedestrian,Pedestrian,11,Fine no high winds,624
2019,Pedestrian,Pedestrian,11,Raining no high winds,80
2019,Pedestrian,Pedestrian,11,Snowing no high winds,1
2019,Pedestrian,Pedestrian,11,Fine + high winds,8
2019,Pedestrian,Pedestrian,11,Raining + high winds,6
2019,Pedestrian,Pedestrian,11,Snowing + high winds,2
2019,Pedestrian,Pedestrian,11,Fog or mist,3
2019,Pedestrian,Pedestrian,11,Other,8
2019,Pedestrian,Pedestrian,12,Unknown,26
2019,Pedestrian,Pedestrian,12,Fine no high winds,566
2019,Pedestrian,Pedestrian,12,Raining no high winds,66
2019,Pedestrian,Pedestrian,12,Fine + high winds,3
2019,Pedestrian,Pedestrian,12,Raining + high winds,9
2019,Pedestrian,Pedestrian,12,Other,15
2019,Pedestrian,Pedestrian,13,Unknown,22
2019,Pedestrian,Pedestrian,13,Fine no high winds,444
2019,Pedestrian,Pedestrian,13,Raining no high winds,67
2019,Pedestrian,Pedestrian,13,Snowing no high winds,1
2019,Pedestrian,Pedestrian,13,Fine + high winds,7
2019,Pedestrian,Pedestrian,13,Raining + high winds,7
2019,Pedestrian,Pedestrian,13,Other,16
2019,Pedestrian,Pedestrian,14,Unknown,18
2019,Pedestrian,Pedestrian,14,Fine no high winds,382
2019,Pedestrian,Pedestrian,14,Raining no high winds,47
2019,Pedestrian,Pedestrian,14,Snowing no high winds,1
2019,Pedestrian,Pedestrian,14,Fine + high winds,9
2019,Pedestrian,Pedestrian,14,Raining + high winds,8
2019,Pedestrian,Pedestrian,14,Fog or mist,3
2019,Pedestrian,Pedestrian,14,Other,8
2019,Pedestrian,Pedestrian,15,Unknown,17
2019,Pedestrian,Pedestrian,15,Fine no high winds,340
2019,Pedestrian,Pedestrian,15,Raining no high winds,53
2019,Pedestrian,Pedestrian,15,Snowing no high winds,3
2019,Pedestrian,Pedestrian,15,Fine + high winds,5
2019,Pedestrian,Pedestrian,15,Raining + high winds,2
2019,Pedestrian,Pedestrian,15,Other,12
2019,Pedestrian,Pedestrian,16,Unknown,18
2019,Pedestrian,Pedestrian,16,Fine no high winds,289
2019,Pedestrian,Pedestrian,16,Raining no high winds,58
2019,Pedestrian,Pedestrian,16,Snowing no high winds,1
2019,Pedestrian,Pedestrian,16,Fine + high winds,2
2019,Pedestrian,Pedestrian,16,Raining + high winds,7
2019,Pedestrian,Pedestrian,16,Other,8
2019,Pedestrian,Pedestrian,17,Unknown,18
2019,Pedestrian,Pedestrian,17,Fine no high winds,292
2019,Pedestrian,Pedestrian,17,Raining no high winds,56
2019,Pedestrian,Pedestrian,17,Snowing no high winds,3
2019,Pedestrian,Pedestrian,17,Fine + high winds,5
2019,Pedestrian,Pedestrian,17,Raining + high winds,7
2019,Pedestrian,Pedestrian,17,Other,11
2019,Pedestrian,Pedestrian,18,Unknown,14
2019,Pedestrian,Pedestrian,18,Fine no high winds,293
2019,Pedestrian,Pedestrian,18,Raining no high winds,46
2019,Pedestrian,Pedestrian,18,Fine + high winds,7
2019,Pedestrian,Pedestrian,18,Raining + high winds,9
2019,Pedestrian,Pedestrian,18,Fog or mist,1
2019,Pedestrian,Pedestrian,18,Other,9
2019,Pedestrian,Pedestrian,19,Unknown,11
2019,Pedestrian,Pedestrian,19,Fine no high winds,273
2019,Pedestrian,Pedestrian,19,Raining no high winds,55
2019,Pedestrian,Pedestrian,19,Snowing no high winds,1
2019,Pedestrian,Pedestrian,19,Fine + high winds,3
2019,Pedestrian,Pedestrian,19,Raining + high winds,9
2019,Pedestrian,Pedestrian,19,Other,11
2019,Pedestrian,Pedestrian,20,Unknown,15
2019,Pedestrian,Pedestrian,20,Fine no high winds,264
2019,Pedestrian,Pedestrian,20,Raining no high winds,69
2019,Pedestrian,Pedestrian,20,Fine + high winds,10
2019,Pedestrian,Pedestrian,20,Raining + high winds,5
2019,Pedestrian,Pedestrian,20,Fog or mist,1
2019,Pedestrian,Pedestrian,20,Other,14
2019,Pedestrian,Pedestrian,21,Unknown,8
2019,Pedestrian,Pedestrian,21,Fine no high winds,235
2019,Pedestrian,Pedestrian,21,Raining no high winds,40
2019,Pedestrian,Pedestrian,21,Snowing no high winds,3
2019,Pedestrian,Pedestrian,21,Fine + high winds,2
2019,Pedestrian,Pedestrian,21,Raining + high winds,5
2019,Pedestrian,Pedestrian,21,Snowing + high winds,1
2019,Pedestrian,Pedestrian,21,Other,14
2019,Pedestrian,Pedestrian,22,Unknown,15
2019,Pedestrian,Pedestrian,22,Fine no high winds,253
2019,Pedestrian,Pedestrian,22,Raining no high winds,42
2019,Pedestrian,Pedestrian,22,Fine + high winds,1
2019,Pedestrian,Pedestrian,22,Raining + high winds,3
2019,Pedestrian,Pedestrian,22,Fog or mist,1
2019,Pedestrian,Pedestrian,22,Other,8
2019,Pedestrian,Pedestrian,23,Unknown,18
2019,Pedestrian,Pedestrian,23,Fine no high winds,259
2019,Pedestrian,Pedestrian,23,Raining no high winds,52
2019,Pedestrian,Pedestrian,23,Snowing no high winds,5
2019,Pedestrian,Pedestrian,23,Fine + high winds,7
2019,Pedestrian,Pedestrian,23,Raining + high winds,6
2019,Pedestrian,Pedestrian,23,Other,10
2019,Pedestrian,Pedestrian,24,Unknown,14
2019,Pedestrian,Pedestrian,24,Fine no high winds,250
2019,Pedestrian,Pedestrian,24,Raining no high winds,37
2019,Pedestrian,Pedestrian,24,Snowing no high winds,1
2019,Pedestrian,Pedestrian,24,Fine + high winds,3
2019,Pedestrian,Pedestrian,24,Raining + high winds,5
2019,Pedestrian,Pedestrian,24,Other,11
2019,Pedestrian,Pedestrian,25,Unknown,11
2019,Pedestrian,Pedestrian,25,Fine no high winds,231
2019,Pedestrian,Pedestrian,25,Raining no high winds,60
2019,Pedestrian,Pedestrian,25,Snowing no high winds,1
2019,Pedestrian,Pedestrian,25,Fine + high winds,6
2019,Pedestrian,Pedestrian,25,Raining + high winds,3
2019,Pedestrian,Pedestrian,25,Fog or mist,2
2019,Pedestrian,Pedestrian,25,Other,9
2019,Pedestrian,Pedestrian,26,Unknown,12
2019,Pedestrian,Pedestrian,26,Fine no high winds,237
2019,Pedestrian,Pedestrian,26,Raining no high winds,49
2019,Pedestrian,Pedestrian,26,Fine + high winds,2
2019,Pedestrian,Pedestrian,26,Raining + high winds,7
2019,Pedestrian,Pedestrian,26,Fog or mist,1
2019,Pedestrian,Pedestrian,26,Other,12
2019,Pedestrian,Pedestrian,27,Unknown,8
2019,Pedestrian,Pedestrian,27,Fine no high winds,246
2019,Pedestrian,Pedestrian,27,Raining no high winds,34
2019,Pedestrian,Pedestrian,27,Snowing no high winds,1
2019,Pedestrian,Pedestrian,27,Fine + high winds,2
2019,Pedestrian,Pedestrian,27,Raining + high winds,7
2019,Pedestrian,Pedestrian,27,Other,6
2019,Pedestrian,Pedestrian,28,Unknown,15
2019,Pedestrian,Pedestrian,28,Fine no high winds,228
2019,Pedestrian,Pedestrian,28,Raining no high winds,36
2019,Pedestrian,Pedestrian,28,Snowing no high winds,3
2019,Pedestrian,Pedestrian,28,Fine + high winds,3
2019,Pedestrian,Pedestrian,28,Raining + high winds,3
2019,Pedestrian,Pedestrian,28,Other,10
2019,Pedestrian,Pedestrian,29,Unknown,17
2019,Pedestrian,Pedestrian,29,Fine no high winds,253
2019,Pedestrian,Pedestrian,29,Raining no high winds,45
2019,Pedestrian,Pedestrian,29,Snowing no high winds,1
2019,Pedestrian,Pedestrian,29,Fine + high winds,3
2019,Pedestrian,Pedestrian,29,Raining + high winds,2
2019,Pedestrian,Pedestrian,29,Fog or mist,2
2019,Pedestrian,Pedestrian,29,Other,6
2019,Pedestrian,Pedestrian,30,Unknown,13
2019,Pedestrian,Pedestrian,30,Fine no high winds,318
2019,Pedestrian,Pedestrian,30,Raining no high winds,80
2019,Pedestrian,Pedestrian,30,Fine + high winds,3
2019,Pedestrian,Pedestrian,30,Raining + high winds,4
2019,Pedestrian,Pedestrian,30,Fog or mist,3
2019,Pedestrian,Pedestrian,30,Other,9
2019,Pedestrian,Pedestrian,31,Unknown,13
2019,Pedestrian,Pedestrian,31,Fine no high winds,197
2019,Pedestrian,Pedestrian,31,Raining no high winds,33
2019,Pedestrian,Pedestrian,31,Snowing no high winds,1
2019,Pedestrian,Pedestrian,31,Fine + high winds,2
2019,Pedestrian,Pedestrian,31,Raining + high winds,6
2019,Pedestrian,Pedestrian,31,Fog or mist,2
2019,Pedestrian,Pedestrian,31,Other,13
2019,Pedestrian,Pedestrian,32,Unknown,11
2019,Pedestrian,Pedestrian,32,Fine no high winds,215
2019,Pedestrian,Pedestrian,32,Raining no high winds,43
2019,Pedestrian,Pedestrian,32,Fine + high winds,2
2019,Pedestrian,Pedestrian,32,Raining + high winds,5
2019,Pedestrian,Pedestrian,32,Fog or mist,1
2019,Pedestrian,Pedestrian,32,Other,8
2019,Pedestrian,Pedestrian,33,Unknown,15
2019,Pedestrian,Pedestrian,33,Fine no high winds,220
2019,Pedestrian,Pedestrian,33,Raining no high winds,43
2019,Pedestrian,Pedestrian,33,Fine + high winds,3
2019,Pedestrian,Pedestrian,33,Raining + high winds,1
2019,Pedestrian,Pedestrian,33,Fog or mist,1
2019,Pedestrian,Pedestrian,33,Other,9
2019,Pedestrian,Pedestrian,34,Unknown,12
2019,Pedestrian,Pedestrian,34,Fine no high winds,214
2019,Pedestrian,Pedestrian,34,Raining no high winds,35
2019,Pedestrian,Pedestrian,34,Snowing no high winds,1
2019,Pedestrian,Pedestrian,34,Raining + high winds,4
2019,Pedestrian,Pedestrian,34,Fog or mist,1
2019,Pedestrian,Pedestrian,34,Other,10
2019,Pedestrian,Pedestrian,35,Unknown,9
2019,Pedestrian,Pedestrian,35,Fine no high winds,224
2019,Pedestrian,Pedestrian,35,Raining no high winds,42
2019,Pedestrian,Pedestrian,35,Fine + high winds,1
2019,Pedestrian,Pedestrian,35,Raining + high winds,5
2019,Pedestrian,Pedestrian,35,Fog or mist,1
2019,Pedestrian,Pedestrian,35,Other,10
2019,Pedestrian,Pedestrian,36,Unknown,13
2019,Pedestrian,Pedestrian,36,Fine no high winds,190
2019,Pedestrian,Pedestrian,36,Raining no high winds,48
2019,Pedestrian,Pedestrian,36,Snowing no high winds,1
2019,Pedestrian,Pedestrian,36,Fine + high winds,3
2019,Pedestrian,Pedestrian,36,Raining + high winds,3
2019,Pedestrian,Pedestrian,36,Other,6
2019,Pedestrian,Pedestrian,37,Unknown,15
2019,Pedestrian,Pedestrian,37,Fine no high winds,188
2019,Pedestrian,Pedestrian,37,Raining no high winds,40
2019,Pedestrian,Pedestrian,37,Raining + high winds,4
2019,Pedestrian,Pedestrian,37,Fog or mist,1
2019,Pedestrian,Pedestrian,37,Other,12
2019,Pedestrian,Pedestrian,38,Unknown,10
2019,Pedestrian,Pedestrian,38,Fine no high winds,193
2019,Pedestrian,Pedestrian,38,Raining no high winds,35
2019,Pedestrian,Pedestrian,38,Fine + high winds,3
2019,Pedestrian,Pedestrian,38,Raining + high winds,4
2019,Pedestrian,Pedestrian,38,Snowing + high winds,1
2019,Pedestrian,Pedestrian,38,Fog or mist,1
2019,Pedestrian,Pedestrian,38,Other,6
2019,Pedestrian,Pedestrian,39,Unknown,7
2019,Pedestrian,Pedestrian,39,Fine no high winds,194
2019,Pedestrian,Pedestrian,39,Raining no high winds,34
2019,Pedestrian,Pedestrian,39,Snowing no high winds,1
2019,Pedestrian,Pedestrian,39,Fine + high winds,5
2019,Pedestrian,Pedestrian,39,Raining + high winds,3
2019,Pedestrian,Pedestrian,39,Other,11
2019,Pedestrian,Pedestrian,40,Unknown,11
2019,Pedestrian,Pedestrian,40,Fine no high winds,163
2019,Pedestrian,Pedestrian,40,Raining no high winds,31
2019,Pedestrian,Pedestrian,40,Snowing no high winds,1
2019,Pedestrian,Pedestrian,40,Fine + high winds,3
2019,Pedestrian,Pedestrian,40,Raining + high winds,2
2019,Pedestrian,Pedestrian,40,Fog or mist,2
2019,Pedestrian,Pedestrian,40,Other,4
2019,Pedestrian,Pedestrian,41,Unknown,6
2019,Pedestrian,Pedestrian,41,Fine no high winds,175
2019,Pedestrian,Pedestrian,41,Raining no high winds,28
2019,Pedestrian,Pedestrian,41,Fine + high winds,4
2019,Pedestrian,Pedestrian,41,Raining + high winds,2
2019,Pedestrian,Pedestrian,41,Other,6
2019,Pedestrian,Pedestrian,42,Unknown,6
2019,Pedestrian,Pedestrian,42,Fine no high winds,162
2019,Pedestrian,Pedestrian,42,Raining no high winds,23
2019,Pedestrian,Pedestrian,42,Snowing no high winds,1
2019,Pedestrian,Pedestrian,42,Fine + high winds,2
2019,Pedestrian,Pedestrian,42,Raining + high winds,4
2019,Pedestrian,Pedestrian,42,Other,10
2019,Pedestrian,Pedestrian,43,Unknown,6
2019,Pedestrian,Pedestrian,43,Fine no high winds,169
2019,Pedestrian,Pedestrian,43,Raining no high winds,25
2019,Pedestrian,Pedestrian,43,Snowing no high winds,1
2019,Pedestrian,Pedestrian,43,Fine + high winds,4
2019,Pedestrian,Pedestrian,43,Raining + high winds,3
2019,Pedestrian,Pedestrian,43,Other,12
2019,Pedestrian,Pedestrian,44,Unknown,8
2019,Pedestrian,Pedestrian,44,Fine no high winds,165
2019,Pedestrian,Pedestrian,44,Raining no high winds,39
2019,Pedestrian,Pedestrian,44,Snowing no high winds,3
2019,Pedestrian,Pedestrian,44,Fine + high winds,5
2019,Pedestrian,Pedestrian,44,Raining + high winds,3
2019,Pedestrian,Pedestrian,44,Other,3
2019,Pedestrian,Pedestrian,45,Unknown,8
2019,Pedestrian,Pedestrian,45,Fine no high winds,188
2019,Pedestrian,Pedestrian,45,Raining no high winds,29
2019,Pedestrian,Pedestrian,45,Raining + high winds,5
2019,Pedestrian,Pedestrian,45,Fog or mist,2
2019,Pedestrian,Pedestrian,45,Other,7
2019,Pedestrian,Pedestrian,46,Unknown,13
2019,Pedestrian,Pedestrian,46,Fine no high winds,153
2019,Pedestrian,Pedestrian,46,Raining no high winds,38
2019,Pedestrian,Pedestrian,46,Fine + high winds,2
2019,Pedestrian,Pedestrian,46,Raining + high winds,3
2019,Pedestrian,Pedestrian,46,Fog or mist,1
2019,Pedestrian,Pedestrian,46,Other,6
2019,Pedestrian,Pedestrian,47,Unknown,6
2019,Pedestrian,Pedestrian,47,Fine no high winds,186
2019,Pedestrian,Pedestrian,47,Raining no high winds,32
2019,Pedestrian,Pedestrian,47,Fine + high winds,3
2019,Pedestrian,Pedestrian,47,Raining + high winds,5
2019,Pedestrian,Pedestrian,47,Snowing + high winds,1
2019,Pedestrian,Pedestrian,47,Other,6
2019,Pedestrian,Pedestrian,48,Unknown,8
2019,Pedestrian,Pedestrian,48,Fine no high winds,200
2019,Pedestrian,Pedestrian,48,Raining no high winds,37
2019,Pedestrian,Pedestrian,48,Fine + high winds,1
2019,Pedestrian,Pedestrian,48,Raining + high winds,2
2019,Pedestrian,Pedestrian,48,Fog or mist,1
2019,Pedestrian,Pedestrian,48,Other,5
2019,Pedestrian,Pedestrian,49,Unknown,12
2019,Pedestrian,Pedestrian,49,Fine no high winds,184
2019,Pedestrian,Pedestrian,49,Raining no high winds,29
2019,Pedestrian,Pedestrian,49,Fine + high winds,1
2019,Pedestrian,Pedestrian,49,Raining + high winds,3
2019,Pedestrian,Pedestrian,49,Other,10
2019,Pedestrian,Pedestrian,50,Unknown,12
2019,Pedestrian,Pedestrian,50,Fine no high winds,220
2019,Pedestrian,Pedestrian,50,Raining no high winds,34
2019,Pedestrian,Pedestrian,50,Snowing no high winds,1
2019,Pedestrian,Pedestrian,50,Fine + high winds,3
2019,Pedestrian,Pedestrian,50,Raining + high winds,4
2019,Pedestrian,Pedestrian,50,Fog or mist,1
2019,Pedestrian,Pedestrian,50,Other,2
2019,Pedestrian,Pedestrian,51,Unknown,5
2019,Pedestrian,Pedestrian,51,Fine no high winds,166
2019,Pedestrian,Pedestrian,51,Raining no high winds,39
2019,Pedestrian,Pedestrian,51,Snowing no high winds,1
2019,Pedestrian,Pedestrian,51,Fine + high winds,2
2019,Pedestrian,Pedestrian,51,Raining + high winds,3
2019,Pedestrian,Pedestrian,51,Fog or mist,1
2019,Pedestrian,Pedestrian,51,Other,7
2019,Pedestrian,Pedestrian,52,Unknown,10
2019,Pedestrian,Pedestrian,52,Fine no high winds,190
2019,Pedestrian,Pedestrian,52,Raining no high winds,37
2019,Pedestrian,Pedestrian,52,Snowing no high winds,1
2019,Pedestrian,Pedestrian,52,Fine + high winds,4
2019,Pedestrian,Pedestrian,52,Raining + high winds,5
2019,Pedestrian,Pedestrian,52,Other,6
2019,Pedestrian,Pedestrian,53,Unknown,10
2019,Pedestrian,Pedestrian,53,Fine no high winds,187
2019,Pedestrian,Pedestrian,53,Raining no high winds,36
2019,Pedestrian,Pedestrian,53,Fine + high winds,1
2019,Pedestrian,Pedestrian,53,Raining + high winds,2
2019,Pedestrian,Pedestrian,53,Other,5
2019,Pedestrian,Pedestrian,54,Unknown,9
2019,Pedestrian,Pedestrian,54,Fine no high winds,172
2019,Pedestrian,Pedestrian,54,Raining no high winds,34
2019,Pedestrian,Pedestrian,54,Fine + high winds,1
2019,Pedestrian,Pedestrian,54,Raining + high winds,4
2019,Pedestrian,Pedestrian,54,Other,7
2019,Pedestrian,Pedestrian,55,Unknown,5
2019,Pedestrian,Pedestrian,55,Fine no high winds,180
2019,Pedestrian,Pedestrian,55,Raining no high winds,22
2019,Pedestrian,Pedestrian,55,Snowing no high winds,1
2019,Pedestrian,Pedestrian,55,Fine + high winds,1
2019,Pedestrian,Pedestrian,55,Raining + high winds,3
2019,Pedestrian,Pedestrian,55,Other,8
2019,Pedestrian,Pedestrian,56,Unknown,14
2019,Pedestrian,Pedestrian,56,Fine no high winds,127
2019,Pedestrian,Pedestrian,56,Raining no high winds,33
2019,Pedestrian,Pedestrian,56,Snowing no high winds,1
2019,Pedestrian,Pedestrian,56,Fine + high winds,2
2019,Pedestrian,Pedestrian,56,Raining + high winds,3
2019,Pedestrian,Pedestrian,56,Other,6
2019,Pedestrian,Pedestrian,57,Unknown,10
2019,Pedestrian,Pedestrian,57,Fine no high winds,155
2019,Pedestrian,Pedestrian,57,Raining no high winds,42
2019,Pedestrian,Pedestrian,57,Snowing no high winds,1
2019,Pedestrian,Pedestrian,57,Fine + high winds,4
2019,Pedestrian,Pedestrian,57,Raining + high winds,3
2019,Pedestrian,Pedestrian,57,Fog or mist,3
2019,Pedestrian,Pedestrian,57,Other,12
2019,Pedestrian,Pedestrian,58,Unknown,10
2019,Pedestrian,Pedestrian,58,Fine no high winds,159
2019,Pedestrian,Pedestrian,58,Raining no high winds,43
2019,Pedestrian,Pedestrian,58,Fine + high winds,1
2019,Pedestrian,Pedestrian,58,Raining + high winds,3
2019,Pedestrian,Pedestrian,58,Snowing + high winds,2
2019,Pedestrian,Pedestrian,58,Other,3
2019,Pedestrian,Pedestrian,59,Unknown,9
2019,Pedestrian,Pedestrian,59,Fine no high winds,150
2019,Pedestrian,Pedestrian,59,Raining no high winds,27
2019,Pedestrian,Pedestrian,59,Fine + high winds,1
2019,Pedestrian,Pedestrian,59,Raining + high winds,4
2019,Pedestrian,Pedestrian,59,Fog or mist,1
2019,Pedestrian,Pedestrian,59,Other,6
2019,Pedestrian,Pedestrian,60,Unknown,9
2019,Pedestrian,Pedestrian,60,Fine no high winds,138
2019,Pedestrian,Pedestrian,60,Raining no high winds,32
2019,Pedestrian,Pedestrian,60,Snowing no high winds,1
2019,Pedestrian,Pedestrian,60,Fine + high winds,3
2019,Pedestrian,Pedestrian,60,Raining + high winds,1
2019,Pedestrian,Pedestrian,60,Fog or mist,1
2019,Pedestrian,Pedestrian,60,Other,3
2019,Pedestrian,Pedestrian,61,Unknown,6
2019,Pedestrian,Pedestrian,61,Fine no high winds,131
2019,Pedestrian,Pedestrian,61,Raining no high winds,24
2019,Pedestrian,Pedestrian,61,Snowing no high winds,1
2019,Pedestrian,Pedestrian,61,Fine + high winds,3
2019,Pedestrian,Pedestrian,61,Raining + high winds,1
2019,Pedestrian,Pedestrian,61,Fog or mist,1
2019,Pedestrian,Pedestrian,61,Other,1
2019,Pedestrian,Pedestrian,62,Unknown,5
2019,Pedestrian,Pedestrian,62,Fine no high winds,123
2019,Pedestrian,Pedestrian,62,Raining no high winds,32
2019,Pedestrian,Pedestrian,62,Fine + high winds,1
2019,Pedestrian,Pedestrian,62,Raining + high winds,4
2019,Pedestrian,Pedestrian,62,Other,4
2019,Pedestrian,Pedestrian,63,Unknown,5
2019,Pedestrian,Pedestrian,63,Fine no high winds,147
2019,Pedestrian,Pedestrian,63,Raining no high winds,18
2019,Pedestrian,Pedestrian,63,Snowing no high winds,1
2019,Pedestrian,Pedestrian,63,Fine + high winds,1
2019,Pedestrian,Pedestrian,63,Raining + high winds,4
2019,Pedestrian,Pedestrian,63,Fog or mist,1
2019,Pedestrian,Pedestrian,63,Other,2
2019,Pedestrian,Pedestrian,64,Unknown,5
2019,Pedestrian,Pedestrian,64,Fine no high winds,127
2019,Pedestrian,Pedestrian,64,Raining no high winds,21
2019,Pedestrian,Pedestrian,64,Snowing no high winds,1
2019,Pedestrian,Pedestrian,64,Fine + high winds,1
2019,Pedestrian,Pedestrian,64,Raining + high winds,3
2019,Pedestrian,Pedestrian,64,Other,4
2019,Pedestrian,Pedestrian,65,Unknown,1
2019,Pedestrian,Pedestrian,65,Fine no high winds,111
2019,Pedestrian,Pedestrian,65,Raining no high winds,19
2019,Pedestrian,Pedestrian,65,Fine + high winds,1
2019,Pedestrian,Pedestrian,65,Raining + high winds,1
2019,Pedestrian,Pedestrian,65,Fog or mist,1
2019,Pedestrian,Pedestrian,65,Other,5
2019,Pedestrian,Pedestrian,66,Unknown,9
2019,Pedestrian,Pedestrian,66,Fine no high winds,96
2019,Pedestrian,Pedestrian,66,Raining no high winds,19
2019,Pedestrian,Pedestrian,66,Fine + high winds,1
2019,Pedestrian,Pedestrian,66,Raining + high winds,4
2019,Pedestrian,Pedestrian,66,Other,2
2019,Pedestrian,Pedestrian,67,Unknown,4
2019,Pedestrian,Pedestrian,67,Fine no high winds,112
2019,Pedestrian,Pedestrian,67,Raining no high winds,14
2019,Pedestrian,Pedestrian,67,Snowing no high winds,1
2019,Pedestrian,Pedestrian,67,Fine + high winds,2
2019,Pedestrian,Pedestrian,67,Raining + high winds,3
2019,Pedestrian,Pedestrian,67,Other,4
2019,Pedestrian,Pedestrian,68,Unknown,2
2019,Pedestrian,Pedestrian,68,Fine no high winds,102
2019,Pedestrian,Pedestrian,68,Raining no high winds,18
2019,Pedestrian,Pedestrian,68,Fine + high winds,2
2019,Pedestrian,Pedestrian,68,Raining + high winds,3
2019,Pedestrian,Pedestrian,68,Other,2
2019,Pedestrian,Pedestrian,69,Unknown,8
2019,Pedestrian,Pedestrian,69,Fine no high winds,123
2019,Pedestrian,Pedestrian,69,Raining no high winds,21
2019,Pedestrian,Pedestrian,69,Fine + high winds,2
2019,Pedestrian,Pedestrian,69,Raining + high winds,3
2019,Pedestrian,Pedestrian,69,Other,2
2019,Pedestrian,Pedestrian,70,Unknown,5
2019,Pedestrian,Pedestrian,70,Fine no high winds,119
2019,Pedestrian,Pedestrian,70,Raining no high winds,24
2019,Pedestrian,Pedestrian,70,Fine + high winds,1
2019,Pedestrian,Pedestrian,70,Raining + high winds,1
2019,Pedestrian,Pedestrian,70,Fog or mist,1
2019,Pedestrian,Pedestrian,70,Other,1
2019,Pedestrian,Pedestrian,71,Unknown,4
2019,Pedestrian,Pedestrian,71,Fine no high winds,116
2019,Pedestrian,Pedestrian,71,Raining no high winds,19
2019,Pedestrian,Pedestrian,71,Snowing no high winds,1
2019,Pedestrian,Pedestrian,71,Fine + high winds,5
2019,Pedestrian,Pedestrian,71,Raining + high winds,5
2019,Pedestrian,Pedestrian,71,Fog or mist,1
